# derived by scripts/check-operation-params.py - do not edit
# a parameter is written name:kind; ? means no class declares it
# column 3 is established for the operation - read by the code that handles it
# column 5 is the rest of what this operation accepts: read by the facade on the way
# down, and for a switch facade that walk does not stop at the handlers, so some of
# it belongs to sibling operations. Both columns are parameters a caller may send -
# together they are what the unread-argument guard allows, unchanged - and only the
# first is established as this operation's, which is what per-operation help prints
# as its own.
DcsWorkshopTool	move_parameter	direction:string,name:string,newIndex:integer	handler DcsWorkshopTool.doMoveParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_appearance	index:integer,target:string	handler DcsWorkshopTool.doRemoveConditionalAppearance, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_calculated_field	name:string	handler DcsWorkshopTool.doRemoveCalculatedField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_conditional_appearance	index:integer,target:string	handler DcsWorkshopTool.doRemoveConditionalAppearance, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_data_source	name:string	handler DcsWorkshopTool.doRemoveDataSource, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_dataset	name:string	handler DcsWorkshopTool.doRemoveDataSet, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_dataset_field	dataSetName:string,name:string	handler DcsWorkshopTool.doRemoveDataSetField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_dataset_link	destinationDataSet:string,sourceDataSet:string	handler DcsWorkshopTool.doRemoveDataSetLink, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_field_template	field:string	handler DcsWorkshopTool.doRemoveFieldTemplate, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_group_template	groupName:string,header:boolean,templateType:string	handler DcsWorkshopTool.doRemoveGroupTemplate, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_nested_schema	name:string	handler DcsWorkshopTool.doRemoveNestedSchema, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_parameter	name:string	handler DcsWorkshopTool.doRemoveParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_query_condition	condition:string,dataSetName:string	handler DcsWorkshopTool.doRemoveQueryCondition, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_query_field	dataSetName:string,field:string	handler DcsWorkshopTool.doRemoveQueryField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_schema_template	name:string	handler DcsWorkshopTool.doRemoveSchemaTemplate, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_settings_filter	field:string,index:integer	handler DcsWorkshopTool.doRemoveSettingsFilter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_settings_item	itemPath:string	handler DcsWorkshopTool.doRemoveSettingsItem, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_settings_order	field:string,index:integer	handler DcsWorkshopTool.doRemoveSettingsOrder, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
